title,authors,journal,year,doi,abstract,tags
Different microbial functional traits drive bulk and rhizosphere soil phosphorus mobilization in an alpine meadow after nitrogen input,Bing Han; Yicheng He; Ji Chen; Yufei Wang; Lina Shi; Zhenrong Lin; Lu Yu; Xiaoting Wei,The Science of The Total Environment,2024,10.1016/j.scitotenv.2024.172904,,背景文献
"Biodegradable PBAT microplastics adversely affect pakchoi (Brassica chinensis L.) growth and the rhizosphere ecology: Focusing on rhizosphere microbial community composition, element metabolic potential, and root exudates",Yujuan Han; Ying Teng; Xiao Wang; Dan Wen; Peixin Gao; Yan Dong; Ning Yang,The Science of The Total Environment,2023,10.1016/j.scitotenv.2023.169048,,微生物群落
Responses of Soil Microbiota to Different Control Methods of the Spartina alterniflora in the Yellow River Delta,Liangyu Li; Xiangyang Jiang; Quanli Zhou; Jun Chen; Yu Zang; Zaiwang Zhang; Gao Chen; Xuexi Tang,Microorganisms,2022,10.3390/microorganisms10061122,"Spartina alterniflora invasion has negative effects on the structure and functioning of coastal wetland ecosystems. Therefore, many methods for controlling S. alterniflora invasion have been developed. S. alterniflora control methods can affect plant community, which results in changes in microbial communities and subsequent changes in soil ecological processes. However, the effects of controlling S. alterniflora on soil microbial communities remain poorly understood. We aimed to examine the responses of bacterial and fungal communities to invasion control methods (cutting plus tilling treatment: CT; mechanical rolling treatment: MR). Soil bacterial and fungal community diversity and composition structure were assessed using high-throughput sequencing technology. The findings of the study showed that bacterial diversity and richness in the CT treatment reduced substantially, but fungal diversity and richness did not show any remarkable change. Bacterial and fungal diversity and richness in the MR treatment were not affected considerably. In addition, the two control methods significantly changed the soil microbial community structure. The relative abundance of bacteria negatively associated with nutrient cycling increased considerably in the CT treatment. The considerable increases in the relative abundance of certain bacterial taxa in the MR treatment may promote soil nutrient cycling. Compared with mechanical rolling, soil bacterial community diversity and structure were more sensitive to cutting plus tilling.",滨海湿地/盐沼；湿地植被/盐生植物；微生物群落
"Microplastics as carriers of toxic pollutants: Source, transport, and toxicological effects",Nazifa Rafa; Bushra Ahmed; Fatema Tuj Zohora; Jannatul Bakya; Samiya Ahmed; Shams Forruque Ahmed; M. Mofijur; Ashfaque Ahmed Chowdhury,Environmental Pollution,2023,10.1016/j.envpol.2023.123190,,背景文献
Distinct influence of conventional and biodegradable microplastics on microbe-driving nitrogen cycling processes in soils and plastispheres as evaluated by metagenomic analysis,Xiaojing Hu; Haidong Gu; Xiangxin Sun; Yongbin Wang; Junjie Liu; Zhenhua Yu; Yansheng Li; Jian Jin,Journal of Hazardous Materials,2023,10.1016/j.jhazmat.2023.131097,,宏基因组/功能基因
Response of the nosZ-type denitrifying microbial community and metabolic characteristics to precipitation changes in the alpine wetland,Ni Zhang; Hongchen Jiang; Zhiyun Zhou; Yijun Wang; Desheng Qi; Shijia Zhou; Jing Ma; Kelong Chen,Frontiers in Microbiology,2025,10.3389/fmicb.2025.1581432,"The impact of climate change on the global hydrological cycle is becoming increasingly significant, with changes in precipitation patterns emerging as a key factor influencing the carbon and nitrogen cycling processes in alpine wetland ecosystems. However, the response of the nosZ-type denitrifying microbial community and its metabolic characteristics in the source wetland to precipitation changes remains unclear. In this study, high-throughput sequencing of the nosZ gene and LC-MS-based metabolomics were used to investigate the response of the nosZ-type denitrifying microbial community and its metabolic characteristics to precipitation changes (4 years) in the source wetland of Qinghai Lake. The results showed that Microvirga was the key bacterial group in the source wetland of Qinghai Lake, and Azospirillum was sensitive to changes in precipitation (P < 0.05). The 50% rainfall enhancement treatment significantly increased soil moisture, and the total carbon content showed an increasing trend with the increase in precipitation (P < 0.05). pH was the most important explanatory factor for community structure, while total nitrogen content was the key explanatory factor for community diversity. Deterministic processes dominated the assemblage of the nosZ-type denitrifying microbial community in the source wetland of Qinghai Lake. Soil metabolomics analysis showed that the differential metabolites in the Source Wetland mostly exhibited significant positive correlations. Precipitation changes significantly affected the relative abundance of N-Acetylaspartic acid. In summary, lower precipitation is more favorable for maintaining carbon storage in the source wetlands of Qinghai Lake. Precipitation variation disrupted the existing nitrogen balance within the ecosystem and altered the structure of the nosZ-type denitrifying microbial community and soil metabolic characteristics. These findings imply that climate change-driven shifts in precipitation patterns may impact carbon and nitrogen dynamics in alpine wetlands, alter ecosystem stability, and have profound effects on microbial communities and biogeochemical cycles.",滨海湿地/盐沼；微生物群落
Long-term nitrogen addition increases denitrification potential and functional gene abundance and changes denitrifying communities in acidic tea plantation soil,Xiangde Yang; Sheng Tang; Kang Ni; Yuanzhi Shi; Xiaoyun Yi; Qingxu Ma; Yanjiang Cai; Lifeng Ma,Environmental Research,2022,10.1016/j.envres.2022.114679,,宏基因组/功能基因；氮添加/氮沉降；氮循环过程
Characteristics of microbial phosphorus cycling in Phyllostachys praecox forest soils supplemented with the phosphate-solubilizing bacterium Pseudomonas sp. OP1 revealed by metagenomics,Yuwen Peng; Zhiyuan Huang; Fangyuan Bian; Zhizhuang Wu; Zheke Zhong; Xiaoping Zhang,Journal of Environmental Management,2025,10.1016/j.jenvman.2025.127363,,宏基因组/功能基因
The Microbiomes in Lichen and Moss Biocrust Contribute Differently to Carbon and Nitrogen Cycles in Arid Ecosystems,Chang Fu Tian; Jingwen Pang; Chongfeng Bu; Shufang Wu; Hao Bai; Yahong Li; Qi Guo; Kadambot H. M. Siddique,Microbial Ecology,2022,10.1007/s00248-022-02077-7,,微生物群落
Comprehensive metagenomic and enzyme activity analysis reveals the negatively influential and potentially toxic mechanism of polystyrene nanoparticles on nitrogen transformation in constructed wetlands,Yixuan Ma; Juan Huang; Tingwei Han; Chunni Yan; Chong Cao; Meifang Cao,Water Research,2021,10.1016/j.watres.2021.117420,,宏基因组/功能基因；滨海湿地/盐沼
Responses of sediment nitrogen forms and bacterial communities to different aquatic nitrogen conditions in three submerged macrophyte-type ecological treatment systems,Xinyan Zhou; Tiehan Cheng; Jiaming Yu; Mengting Sheng; Xuelian Ma; Yucheng Cao,Environmental Research,2023,10.1016/j.envres.2023.116322,,背景文献
Microplastics increase the microbial functional potential of greenhouse gas emissions and water pollution in a freshwater lake: A metagenomic study,Tianyu Zhuo; Kehong Yu; Beibei Chai; Qingfeng Tang; Xia Gao; Jiamin Wang; Lixin He; Xiaohui Lei,Environmental Research,2024,10.1016/j.envres.2024.119250,,宏基因组/功能基因
Function and distribution of nitrogen-cycling microbial communities in the Napahai plateau wetland,Yanmei Li; Lingling Xiong; Hang Yu; Kun Zeng; Yunlin Wei; Haiyan Li; Weikun Zeng; Xiuling Ji,Archives of Microbiology,2023,10.1007/s00203-023-03695-6,,滨海湿地/盐沼
Soil properties and microbial functional attributes drive the response of soil multifunctionality to long-term fertilization management,Duo Ying; Xiaolong Chen; Junfeng Hou; Fucheng Zhao; Peng Li,Applied Soil Ecology,2023,10.1016/j.apsoil.2023.105095,,氮添加/氮沉降
Structure and function of the soil microbiome underlying N2O emissions from global wetlands,Mohammad Bahram; Mikk Espenberg; Jaan Pärn; Laura E. Lehtovirta‐Morley; Sten Anslan; Kuno Kasak; Urmas Kõljalg; Jaan Liira,Nature Communications,2022,10.1038/s41467-022-29161-3,"Abstract Wetland soils are the greatest source of nitrous oxide (N 2 O), a critical greenhouse gas and ozone depleter released by microbes. Yet, microbial players and processes underlying the N 2 O emissions from wetland soils are poorly understood. Using in situ N 2 O measurements and by determining the structure and potential functional of microbial communities in 645 wetland soil samples globally, we examined the potential role of archaea, bacteria, and fungi in nitrogen (N) cycling and N 2 O emissions. We show that N 2 O emissions are higher in drained and warm wetland soils, and are correlated with functional diversity of microbes. We further provide evidence that despite their much lower abundance compared to bacteria, nitrifying archaeal abundance is a key factor explaining N 2 O emissions from wetland soils globally. Our data suggest that ongoing global warming and intensifying environmental change may boost archaeal nitrifiers, collectively transforming wetland soils to a greater source of N 2 O.",滨海湿地/盐沼；微生物群落
